C3L-01352-01	RNA-Seq	Raw Sequencing Data	FASTQ	170905_UNC31-K00269_0079_AHLCF7BBXX_AGTCAA_S21_L007_R1_001.fastq.gz	4028105922	22ee7030-3274-461a-941b-04ab673308f8	d882364856508783318d3b707e693b30
C3L-01352-01	RNA-Seq	Raw Sequencing Data	FASTQ	170905_UNC31-K00269_0079_AHLCF7BBXX_AGTCAA_S21_L007_R2_001.fastq.gz	4308194705	8d9def8e-edcc-46fe-ad1a-246d5e8d6e82	8ea359967697730c23a9d1299897159a
C3L-01352-01	WGS	Sequencing Data	BAM	CPT0071150010.WholeGenome.RP-1303.bam	69607051479	1eff860e-449b-4f19-987c-8736e3ac0050	ac2c7c390b443bb31378cc1991e8086d
C3L-01352-01	WXS	Sequencing Data	BAM	CPT0071150010.WholeExome.RP-1303.bam	39999661126	2bde7340-b645-4af2-9ce4-838144ba8e67	3ddd593b7f3aed6b2c5e80314af8c6ac
C3L-01352-02	RNA-Seq	Raw Sequencing Data	FASTQ	170905_UNC31-K00269_0079_AHLCF7BBXX_AGTCAA_S21_L007_R1_001.fastq.gz	4028105922	22ee7030-3274-461a-941b-04ab673308f8	d882364856508783318d3b707e693b30
C3L-01352-02	RNA-Seq	Raw Sequencing Data	FASTQ	170905_UNC31-K00269_0079_AHLCF7BBXX_AGTCAA_S21_L007_R2_001.fastq.gz	4308194705	8d9def8e-edcc-46fe-ad1a-246d5e8d6e82	8ea359967697730c23a9d1299897159a
C3L-01352-02	WGS	Sequencing Data	BAM	CPT0071150010.WholeGenome.RP-1303.bam	69607051479	1eff860e-449b-4f19-987c-8736e3ac0050	ac2c7c390b443bb31378cc1991e8086d
C3L-01352-02	WXS	Sequencing Data	BAM	CPT0071150010.WholeExome.RP-1303.bam	39999661126	2bde7340-b645-4af2-9ce4-838144ba8e67	3ddd593b7f3aed6b2c5e80314af8c6ac
C3L-01352-31	WGS	Sequencing Data	BAM	CPT0071980002.WholeGenome.RP-1303.bam	61487552634	8b3feb25-5077-4529-81ef-f1ea352c4c1d	5b8937b72c49da7a07a4a6ec5546844a
C3L-01352-31	WXS	Sequencing Data	BAM	CPT0071980002.WholeExome.RP-1303.bam	32350824470	4484d0df-7717-48a3-9cf3-3956651bec7a	781546a2565e3da356d6334f5efc482d
