C3L-00183-03	RNA-Seq	Raw Sequencing Data	FASTQ	170830_UNC31-K00269_0078_AHLCVMBBXX_GTTTCG_S16_L004_R1_001.fastq.gz	3350745323	27bf8e37-426b-496f-8d9c-6ccc7c80b2f6	7ca067b09ef0dc310312523956720b0d
C3L-00183-03	RNA-Seq	Raw Sequencing Data	FASTQ	170830_UNC31-K00269_0078_AHLCVMBBXX_GTTTCG_S16_L004_R2_001.fastq.gz	3625849342	96db17cb-b531-47b3-98fc-a86921831781	f104151b9ec6f535fd1d8f2910359a20
C3L-00183-03	WGS	Sequencing Data	BAM	CPT0066470010.WholeGenome.RP-1303.bam	74232777433	e1a95163-1d2b-4e4e-b4fe-68efba073ce8	7716909c0f9d11c5bf9d8227d72d02c8
C3L-00183-03	WXS	Sequencing Data	BAM	CPT0066470010.WholeExome.RP-1303.bam	30795576114	33fe377c-a171-418b-9df0-12cca2f968b3	d61caf32e999cab66e55f135c0a8afbc
C3L-00183-05	RNA-Seq	Raw Sequencing Data	FASTQ	170830_UNC31-K00269_0078_AHLCVMBBXX_GTTTCG_S16_L004_R1_001.fastq.gz	3350745323	27bf8e37-426b-496f-8d9c-6ccc7c80b2f6	7ca067b09ef0dc310312523956720b0d
C3L-00183-05	RNA-Seq	Raw Sequencing Data	FASTQ	170830_UNC31-K00269_0078_AHLCVMBBXX_GTTTCG_S16_L004_R2_001.fastq.gz	3625849342	96db17cb-b531-47b3-98fc-a86921831781	f104151b9ec6f535fd1d8f2910359a20
C3L-00183-05	WGS	Sequencing Data	BAM	CPT0066470010.WholeGenome.RP-1303.bam	74232777433	e1a95163-1d2b-4e4e-b4fe-68efba073ce8	7716909c0f9d11c5bf9d8227d72d02c8
C3L-00183-05	WXS	Sequencing Data	BAM	CPT0066470010.WholeExome.RP-1303.bam	30795576114	33fe377c-a171-418b-9df0-12cca2f968b3	d61caf32e999cab66e55f135c0a8afbc
C3L-00183-31	WGS	Sequencing Data	BAM	CPT0070990002.WholeGenome.RP-1303.bam	67564483904	b0c161c6-6fba-44be-bd64-1c31546075cb	4b10017086437fd5b4bfbd843224dd27
C3L-00183-31	WXS	Sequencing Data	BAM	CPT0070990002.WholeExome.RP-1303.bam	29579806247	f7978cff-b4a3-4c81-b74a-a2336b158d15	d2e7d5ba8f1fef83d21f0d2fb7085a32
